Business Id,Name,Address,City,Postal Code,State,Latitude,Longitude,Review Count,Stars,Categories,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Alcohol,Ambience,Bike Parking,Business Accepts Credit Cards,Business Parking,Dietary Restrictions,Dogs Allowed,Drive Thru,Good For Kids,Good For Meal,Happy Hour,Has TV,Music,Noise Level,Outdoor Seating,Restaurants Attire,Restaurants Delivery,Restaurants Good For Groups,Restaurants Reservations,Restaurants Table Service,Restaurants Take Out,RestaurantsPriceRange2,Smoking,Wheelchair Accessible,Wi Fi
UqgA8ywGj0Ued2hdzCGW5w,Rigos Windows,,Goleta,93117,CA,34.4358294,-119.8276389,5,2.5,"Home Services, Windows Installation, Contractors",,,,,,,,,,,TRUE,,,,,,,,,,,,,FALSE,,,,TRUE,,,,
ip4LFXDktVPxnyq2Ld5i0A,Green Star Coffee,"6489 Calle Real, Ste G",Goleta,93117,CA,34.4393265,-119.8523254,23,5,"Shopping, Food, Coffee & Tea, Wholesale Stores, Coffee Roasteries",10:30-17:0,10:30-17:0,10:30-17:0,10:30-17:0,10:30-17:0,,,,,FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,FALSE,,,,,,FALSE,1,,,u'no'
GOLv5fd9qD3fFEquDgVIug,Lobero Theatre,33 E Canon Perdido St,Santa Barbara,93101,CA,34.4216551,-119.6998726,36,4,"Music Venues, Nightlife, Arts & Entertainment, Performing Arts, Venues & Event Spaces, Event Planning & Services, Jazz & Blues",0:0-0:0,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,,'beer_and_wine',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,FALSE,,TRUE,,FALSE,FALSE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",'loud',FALSE,,,TRUE,,,,3,u'no',TRUE,
4FdsX3MbkcdBRAr1aymF6A,La Paloma Cafe,702 Anacapa St,Santa Barbara,93101,CA,34.4200396,-119.6968561,77,4.5,"Chicken Shop, Desserts, Food, Breakfast & Brunch, Barbeque, Mexican, Bars, Nightlife, Cocktail Bars, Restaurants",17:0-21:0,,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,u'full_bar',"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': True}",,TRUE,,,,,,,,FALSE,,,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,,,,
Xatkf0dry9ZCJMF-ivFSvg,Don Q Family Billiard Center,1128 Chapala St,Santa Barbara,93101,CA,34.4222238,-119.7052058,17,4,"Nightlife, Pool Halls",12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,'beer_and_wine',"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,TRUE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",'average',FALSE,,,TRUE,,,,2,,,
G9rBwcWp56C8r6ZFwVuimA,Belmond El Encanto Dining Room,800 Alvarado Pl,Santa Barbara,93103,CA,34.439548,-119.703871,224,3,"Seafood, Nightlife, Hotels, Event Planning & Services, American (New), Bars, Diners, Restaurants, Hotels & Travel, Breakfast & Brunch",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,,,FALSE,"{u'breakfast': False, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': False, u'dessert': True}",,FALSE,,u'quiet',TRUE,'dressy',FALSE,TRUE,TRUE,TRUE,FALSE,3,,TRUE,u'free'
EPkF-beh6gg_s3HtlAdfiw,Goleta Sushi House,5744 Hollister Ave,Goleta,93117,CA,34.43591732,-119.8248438,468,4,"Japanese, Sushi Bars, Restaurants",0:0-0:0,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,,u'beer_and_wine',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",FALSE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,FALSE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",FALSE,TRUE,,u'average',TRUE,'casual',FALSE,TRUE,TRUE,TRUE,TRUE,2,,TRUE,u'no'
3rzlcCvPUJ56jvYWl7iGvA,Modern Times Kitchen,418 State St,Santa Barbara,93101,CA,34.416536,-119.694577,54,4.5,"Vegan, American (New), Restaurants",12:0-20:0,,12:0-20:0,12:0-20:0,12:0-23:0,12:0-14:30,12:0-20:0,u'beer_and_wine',"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",TRUE,TRUE,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,FALSE,,,TRUE,,FALSE,,,FALSE,TRUE,2,,TRUE,u'free'
thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,21 W Victoria St,Santa Barbara,93101,CA,34.4235294,-119.7062569,897,4,"Cafes, Restaurants, American (Traditional), Cocktail Bars, Breakfast & Brunch, Food, Beer, Wine & Spirits, American (New), Bars, Nightlife",0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,9:0-14:0,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",TRUE,TRUE,,u'average',TRUE,u'casual',FALSE,TRUE,FALSE,TRUE,TRUE,2,,TRUE,u'no'
AXC__4yZrn-N3BT7-2bV_Q,Biergarten,11 Anacapa St,Santa Barbara,93101,CA,34.41339,-119.68894,104,4,"Nightlife, Beer Gardens, Restaurants, Pizza, Hot Dogs",11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0,u'beer_and_wine',"{u'divey': False, u'hipster': True, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': False, u'romantic': None, u'classy': False, u'upscale': False}",TRUE,TRUE,"{u'valet': True, u'garage': False, u'street': False, u'lot': True, u'validated': False}",,,,,,,TRUE,"{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",u'average',TRUE,,FALSE,TRUE,,FALSE,TRUE,2,u'no',TRUE,u'free'
0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,1316 State St,Santa Barbara,93101,CA,34.4248531,-119.7060883,72,4.5,"Food, Coffee & Tea",7:0-13:0,7:0-13:0,7:0-13:0,7:0-13:0,7:0-13:0,7:0-16:0,7:0-16:0,,,,TRUE,"{u'valet': False, u'garage': True, u'street': True, u'lot': None, u'validated': None}",,TRUE,,,,,,,u'average',TRUE,,FALSE,,,,TRUE,2,,TRUE,u'free'
UBK6zb5-XUETfVzYkRTj1Q,Lab Social,414 E Haley St,Santa Barbara,93101,CA,34.4213378,-119.6903648,40,4.5,"Bars, Tapas Bars, Cocktail Bars, Restaurants, Nightlife, Speakeasies",,,,,17:0-0:30,17:0-0:0,,u'full_bar',"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': True, u'romantic': True, u'classy': True, u'upscale': None}",,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",TRUE,TRUE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,TRUE,u'casual',FALSE,TRUE,FALSE,,TRUE,2,u'no',TRUE,u'free'
jWhlz8LesaC7jZL9bHNe9A,Bree’Osh,2700 De La Vina St,Santa Barbara,93105,CA,34.4358551,-119.7250034,29,4.5,"Food, Bakeries",0:0-0:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-12:0,7:0-14:0,7:0-14:0,,,FALSE,TRUE,"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",,TRUE,,,,,,,u'average',,,FALSE,,,,TRUE,2,,FALSE,
sRopdCT6Hf0mwaAHJek7Fw,San Roque Market & Liquors,3014 State St,Santa Barbara,93105,CA,34.4406191,-119.7288749,14,4,"Tobacco Shops, Shopping, Beer, Wine & Spirits, Food",7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-22:0,,,FALSE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,FALSE,,,,FALSE,2,,TRUE,
NmexnuLm3zyKxsgwbCe7ug,The Lovin Spoonful,2028 Cliff Dr,Santa Barbara,93109,CA,34.40249704,-119.724131,67,4.5,"Food, Ice Cream & Frozen Yogurt",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,,,FALSE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,FALSE,,,,,,,,,,FALSE,,,,TRUE,1,,TRUE,u'free'
4r5_SYcrA2eXxJpyuu3J5A,Isla Vista Market,939 Embarcadero Del Mar,Goleta,93117,CA,34.4122905,-119.8573947,32,2,"Food, Grocery",8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,,,TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,FALSE,,,,FALSE,3,,,
1GNYUnUoTSWlz1psT-RY9w,Macy's,3805 State St,Santa Barbara,93105,CA,34.4391753,-119.747802,73,2.5,"Fashion, Women's Clothing, Men's Clothing, Shopping, Department Stores, Shoe Stores",11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-19:0,,,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,FALSE,,,,TRUE,2,,,
lc4QT_0ojlUQsMsWS_imPw,Vans,623 State St,Santa Barbara,93101,CA,34.41818491,-119.697686,21,3.5,"Fashion, Men's Clothing, Shopping, Women's Clothing, Shoe Stores",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,10:0-18:0,10:0-19:0,,,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,FALSE,,,,TRUE,2,,,
3KI0WnM1_lnY4QPRtT5O8A,Pierre La Fond Market,516 San Ysidro Rd,Montecito,93108,CA,34.437422,-119.631508,74,3.5,"Grocery, Food",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,,,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,FALSE,,,,TRUE,2,,,
Y6WDt1LiVZNNDCN8dR_bZg,Lane Farms Produce Stand & Patch,308 S Walnut Ln,Santa Barbara,93111,CA,34.4341691,-119.8020276,41,4,"Specialty Food, Fruits & Veggies, Food",0:0-0:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,'none',,TRUE,TRUE,"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",,,,TRUE,,,,,,,,FALSE,,,,TRUE,2,,,
qBTyG8JYYE8DWur0eBTYcw,La Cumbre Plaza,121 S Hope Ave,Santa Barbara,93105,CA,34.4380592,-119.7480487,27,3,"Shopping Centers, Shopping",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,11:0-20:0,10:0-20:0,,,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,,,,,,,,,,FALSE,,,,TRUE,2,,,
Slihcg1bmYvw-V_FUFghLg,Harbor Meat & Seafood,215 Helena Ave,Santa Barbara,93101,CA,34.4147205,-119.6919534,14,5,"Seafood, Food, Specialty Food, Meat Shops, Restaurants, Seafood Markets",7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,,u'none',,FALSE,FALSE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,FALSE,FALSE,,,FALSE,,,FALSE,'casual',FALSE,FALSE,FALSE,,FALSE,3,,,
qM2gfO-cqpDzxmIX-XzuWA,Plow & Angel,900 San Ysidro Ln,Santa Barbara,93108,CA,34.44680327,-119.623098,77,4,"American (New), Food, Restaurants, American (Traditional)",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,FALSE,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",TRUE,TRUE,,u'average',FALSE,u'casual',FALSE,TRUE,TRUE,TRUE,FALSE,3,,,u'free'
ssZSQ7HzLFBbm41gWubXKQ,Costa Terraza,500 Fowler Rd,Santa Barbara,93117,CA,34.4246751,-119.8362464,46,3,"Restaurants, Tapas/Small Plates",7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,u'full_bar',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,TRUE,,u'average',TRUE,u'casual',FALSE,FALSE,FALSE,TRUE,TRUE,2,,,u'free'
ctVn7wMvJX8f4Z9SnOnrHw,The Bistro,8301 Hollister Ave,Santa Barbara,93117,CA,34.433341,-119.918381,243,3.5,"Mediterranean, Restaurants, French, Breakfast & Brunch, American (New), Seafood, Buffets, Italian",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,,,TRUE,"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}",FALSE,FALSE,,u'average',TRUE,u'casual',FALSE,TRUE,TRUE,,TRUE,3,,,u'free'
aFhPwy7OhyKah4cJY2QdEQ,Stonehouse Restaurant,900 San Ysidro Ln,Santa Barbara,93108,CA,34.446845,-119.623092,339,4.5,"Restaurants, American (New), Seafood, Steakhouses",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,FALSE,,FALSE,"{u'breakfast': False, u'brunch': None, u'lunch': False, u'dinner': True, u'latenight': False, u'dessert': None}",,FALSE,,u'quiet',TRUE,u'dressy',FALSE,TRUE,TRUE,TRUE,None,4,,TRUE,u'free'
qdpdUjdkEUpzYDdce2yZng,Plaza Deli,140 S Hope Ave,Santa Barbara,93105,CA,34.436708,-119.748708,188,4,"Sandwiches, Restaurants, Salad, Hot Dogs, Delis",10:0-17:30,10:0-17:30,10:0-17:30,10:0-17:30,10:0-17:30,10:0-16:30,11:0-16:30,u'none',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,FALSE,,u'average',TRUE,'casual',FALSE,TRUE,FALSE,,TRUE,1,,,u'no'
r926yelr_EJAKQCjdD6AWA,State & Fig,"1114 State St, Ste 18",Santa Barbara,93101,CA,34.423044,-119.703208,519,4,"Restaurants, American (New), Delis, Breakfast & Brunch, Tapas/Small Plates, Cafes",0:0-0:0,,11:30-14:30,11:30-14:30,11:30-14:30,10:30-15:0,10:30-15:0,u'beer_and_wine',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",TRUE,TRUE,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}",,FALSE,,u'quiet',TRUE,u'casual',FALSE,TRUE,TRUE,TRUE,TRUE,2,,TRUE,u'no'
9h0i4lVC5eCVhRTanWsEAg,Le Cafe Stella,3302 Mc Caw Ave,Santa Barbara,93105,CA,34.4385383,-119.7351631,263,3.5,"Restaurants, American (New), French",,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,TRUE,TRUE,TRUE,"{u'breakfast': None, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}",TRUE,TRUE,,u'average',TRUE,u'casual',FALSE,TRUE,TRUE,TRUE,TRUE,2,,TRUE,u'free'
Hl_vXTiYLozWo7T9Cq17vw,Aperitivo,7 W Haley St,Santa Barbara,93101,CA,34.416454,-119.695668,47,5,"Desserts, Food, Bars, Wine Bars, Coffee & Tea, Nightlife, Tapas/Small Plates, Restaurants",0:0-0:0,,16:30-21:0,16:30-21:0,16:30-21:0,16:30-21:0,,u'beer_and_wine',,TRUE,TRUE,,,,,,,,FALSE,,,TRUE,,FALSE,,,TRUE,FALSE,,u'no',TRUE,u'no'
onLwomlGswMhhmOEAeAVEg,The Spot,389 Linden Ave,Carpinteria,93013,CA,34.3955078,-119.5229039,381,3.5,"Mexican, American (Traditional), Burgers, Restaurants",10:0-16:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-20:0,10:0-20:0,10:0-17:0,u'none',"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",TRUE,FALSE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}",FALSE,FALSE,,u'average',TRUE,'casual',FALSE,TRUE,FALSE,FALSE,TRUE,1,,TRUE,u'no'
XkveGZ8pr9TL5bZCqmzuhA,Hustle & Grind Coffee Company,11 W De La Guerra St,Santa Barbara,93101,CA,34.4191062,-119.6995489,50,4.5,"Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Restaurants, Cafes",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,13:0-18:0,13:0-18:0,u'none',,TRUE,TRUE,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,TRUE,,,,FALSE,FALSE,,,TRUE,,FALSE,,FALSE,FALSE,TRUE,1,,TRUE,u'free'
7wcHZ80HLJVwUijAH_efJQ,Breakwater Restaurant,107 Harbor Way,Santa Barbara,93109,CA,34.404278,-119.694053,212,3.5,"Restaurants, American (Traditional), Seafood, Breakfast & Brunch",0:0-0:0,8:0-16:45,8:0-19:0,8:0-14:0,8:0-14:0,8:0-19:0,8:0-19:0,u'beer_and_wine',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",TRUE,TRUE,"{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}",,FALSE,,u'average',TRUE,'casual',FALSE,TRUE,FALSE,TRUE,TRUE,2,,TRUE,u'no'
